Product Code,Description,Creditor Code,Creditor Name,Supplier Cost Date,Supplier Cost,"Additional
Cost Bs",Latest Cost Bs,Supplier Standard Cost,Minimum Order Quantity,Vendors Code,"Lead
Time","Time
Unit","Last
Receipt",Default
SPO14-45,Slim Rope Sportsband #1 - Burgundy,OPTICA,OPTICA,,,,,,,,,,,1
SPO15-00,(SPO15) Children Neoprene Sport Band - Assorted,GRAN1,Grand Rise Co Ltd,21/04/2011,$0.280,$0.000,$0.280,$0.280,,GRAN-SB44/00,4,Weeks,,0
SPO15-00,(SPO15) Children Neoprene Sport Band - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
SPO15-25,(SPO15)  Children Neoprene Sport Band - Royal blue,GRAN1,Grand Rise Co Ltd,21/04/2011,$0.280,$0.000,$0.280,$0.280,,GRAN-SB/44/25,4,Weeks,,0
SPO15-25,(SPO15)  Children Neoprene Sport Band - Royal blue,OPTICA,OPTICA,,,,,,,,,,,1
SPO15-44,(SPO15)  Children Neoprene Sport Band - Red,GRAN1,Grand Rise Co Ltd,21/04/2011,$0.280,$0.000,$0.280,$0.280,,GRAN-SB44/44,4,Weeks,,0
SPO15-44,(SPO15)  Children Neoprene Sport Band - Red,OPTICA,OPTICA,,,,,,,,,,,1
SPO15-PK12,Hangups Kids Neoprene Sportsbands - Assorted (12 Pack),OPTICA,OPTICA,,,,,,,,,,,1
SPP03,(SPP03) Sponge Nose Pads,OPTICA,OPTICA,,,,,,,,,,,1
SPP03,(SPP03) Sponge Nose Pads,PROS1,Prosben Inc,2/04/2012,$0.000,$0.000,$0.000,$0.000,,PRO-SNT02/OPL,12,Weeks,,0
SPRAY PUMP-24-OPL,White Spray Pump-85 mm tube,OPTICA,OPTICA,,,,,,,,,,,1
SPRAY PUMP-24-OPL,White Spray Pump-85 mm tube,PROS1,Prosben Inc,23/09/2010,$0.110,$0.120,$0.230,$0.000,,,3,Weeks,27/09/2011,0
SR191SILVER,Marastar SR191 Silver,MILF,Milford Astor Printing Systems,15/03/2017,$211.000,$2.888,$213.888,$211.000,,,4,Weeks,15/03/2017,1
SR191SILVER,Marastar SR191 Silver,UNIV,Universal Screen Supplies Ltd,15/02/2012,$104.830,$0.000,$104.830,$202.000,,,,Weeks,15/02/2012,0
ST100181,Crystal Navy/Check +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-2+1.00,12,Weeks,4/06/2019,1
ST1001815,Crystal Navy/Check +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-2+1.50,12,Weeks,4/06/2019,1
ST100182,Crystal Navy/Check +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-2+2.00,12,Weeks,4/06/2019,1
ST1001825,Crystal Navy/Check +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-2+2.50,12,Weeks,4/06/2019,1
ST100183,Crystal Navy/Check +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-2+3.00,12,Weeks,4/06/2019,1
ST101181,Blue/Stripe +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-B+1.00,12,Weeks,4/06/2019,1
ST1011815,Blue/Stripe +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-B+1.50,12,Weeks,4/06/2019,1
ST101182,Blue/Stripe +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-B+2.00,12,Weeks,4/06/2019,1
ST1011825,Blue/Stripe +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-B+2.50,12,Weeks,4/06/2019,1
ST101183,Blue/Stripe +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.600,$0.107,$4.044,$2.600,,KLRI1802-B+3.00,12,Weeks,4/06/2019,1
ST102181,Pink/Teal +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-3+1.00,12,Weeks,26/03/2019,1
ST1021815,Pink/Teal +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-3+1.50,12,Weeks,26/03/2019,1
ST102182,Pink/Teal +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-3+2.00,12,Weeks,26/03/2019,1
ST1021825,Pink/Teal +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-3+2.50,12,Weeks,26/03/2019,1
ST102183,Pink/Teal +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-3+3.00,12,Weeks,26/03/2019,1
ST103181,Navy/Blue +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-2+1.00,12,Weeks,26/03/2019,1
ST1031815,Navy/Blue +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-2+1.50,12,Weeks,26/03/2019,1
ST103182,Navy/Blue +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-2+2.00,12,Weeks,26/03/2019,1
ST1031825,Navy/Blue +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-2+2.50,12,Weeks,26/03/2019,1
ST103183,Navy/Blue +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI1829-2+3.00,12,Weeks,26/03/2019,1
ST104181,Retro Blue/Tortoishell +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.500,$0.070,$2.239,$1.500,,KLRI1831-3+1.00,12,Weeks,26/03/2019,1
ST1041815,Retro Blue/Tortoishell +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.500,$0.070,$2.239,$1.500,,KLRI1831-3+1.50,12,Weeks,26/03/2019,1
ST104182,Retro Blue/Tortoishell +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.500,$0.070,$2.239,$1.500,,KLRI1831-3+2.00,12,Weeks,26/03/2019,1
ST1041825,Retro Blue/Tortoishell +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.500,$0.070,$2.239,$1.500,,KLRI1831-3+2.50,12,Weeks,26/03/2019,1
ST104183,Retro Blue/Tortoishell +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.500,$0.070,$2.239,$1.500,,KLRI1831-3+3.00,12,Weeks,26/03/2019,1
ST105181,Pink/Geometric +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLOC1682-P+1.00,12,Weeks,26/03/2019,1
ST1051815,Pink/Geometric +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLOC1682-P+1.50,12,Weeks,26/03/2019,1
ST105182,Pink/Geometric +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLOC1682-P+2.00,12,Weeks,26/03/2019,1
ST1051825,Pink/Geometric +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLOC1682-P+2.50,12,Weeks,26/03/2019,1
ST105183,Pink/Geometric +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLOC1682-P+3.00,12,Weeks,26/03/2019,1
ST106181,Black/Clear Mottle +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.550,$0.070,$2.312,$1.550,,KLRI1812-1+1.00,12,Weeks,26/03/2019,1
ST1061815,Black/Clear Mottle +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.550,$0.070,$2.312,$1.550,,KLRI1812-1+1.50,12,Weeks,26/03/2019,1
ST106182,Black/Clear Mottle +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.550,$0.070,$2.312,$1.550,,KLRI1812-1+2.00,12,Weeks,26/03/2019,1
ST1061825,Black/Clear Mottle +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.550,$0.070,$2.312,$1.550,,KLRI1812-1+2.50,12,Weeks,26/03/2019,1
ST106183,Black/Clear Mottle +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.550,$0.070,$2.312,$1.550,,KLRI1812-1+3.00,12,Weeks,26/03/2019,1
ST107181,Blue/Black +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI14040-B+1.00,12,Weeks,26/03/2019,1
ST1071815,Blue/Black +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI14040-B+1.50,12,Weeks,26/03/2019,1
ST107182,Blue/Black +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI14040-B+2.00,12,Weeks,26/03/2019,1
ST1071825,Blue/Black +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI14040-B+2.50,12,Weeks,26/03/2019,1
ST107183,Blue/Black +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.450,$0.070,$2.167,$1.450,,KLRI14040-B+3.00,12,Weeks,26/03/2019,1
ST108181,Purple/Aztec +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLRI14078-P+1.00,12,Weeks,26/03/2019,1
ST1081815,Purple/Aztec +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLRI14078-P+1.50,12,Weeks,26/03/2019,1
ST108182,Purple/Aztec +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLRI14078-P+2.00,12,Weeks,26/03/2019,1
ST1081825,Purple/Aztec +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLRI14078-P+2.50,12,Weeks,26/03/2019,1
ST108183,Purple/Aztec +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,26/03/2019,$1.900,$0.070,$2.818,$1.900,,KLRI14078-P+3.00,12,Weeks,26/03/2019,1
ST109181,Metal Gloss Black +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL218-B+1.00,12,Weeks,4/06/2019,1
ST1091815,Metal Gloss Black +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL218-B+1.50,12,Weeks,4/06/2019,1
ST109182,Metal Gloss Black +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL218-B+2.00,12,Weeks,4/06/2019,1
ST1091825,Metal Gloss Black +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL218-B+2.50,12,Weeks,4/06/2019,1
ST109183,Metal Gloss Black +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL218-B+3.00,12,Weeks,4/06/2019,1
ST11081,Rectangle Navy +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL213-N+1.00,12,Weeks,4/06/2019,1
ST110815,Rectangle Navy +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL213-N+1.50,12,Weeks,4/06/2019,1
ST11082,Rectangle Navy +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL213-N+2.00,12,Weeks,4/06/2019,1
ST110825,Rectangle Navy +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL213-N+2.50,12,Weeks,4/06/2019,1
ST11083,Rectangle Navy +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,4/06/2019,$2.500,$0.107,$3.893,$2.500,,KL213-N+3.00,12,Weeks,4/06/2019,1
ST21PSS15,Pink Sparkles Sun +1.50 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST51PT125,Pink Tiger +1.25 Style Readers,KEEN,Keen Look Co. Ltd,25/06/2013,$1.345,$0.058,$1.403,$1.130,,CRPH20308010,50,Days,25/06/2013,0
ST51PT125,Pink Tiger +1.25 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST51RT175,Red Tiger +1.75 Style Readers,CROESUS,Wenzhou Croesus Optical Co Ltd,25/06/2013,$1.345,$0.058,$1.403,$1.130,,CRPH20308010,,Weeks,25/06/2013,0
ST51RT175,Red Tiger +1.75 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST56PPP125,Pink Purple Paisley +1.25 Style Readers,CROESUS,Wenzhou Croesus Optical Co Ltd,25/06/2013,$1.464,$0.058,$1.522,$1.230,,CRPHHA218,,Weeks,25/06/2013,0
ST56PPP125,Pink Purple Paisley +1.25 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST57FR1,Frosted Red +1.00 Style Readers,CROESUS,Wenzhou Croesus Optical Co Ltd,20/06/2013,$1.666,$0.058,$1.724,$1.200,,,,Weeks,25/06/2013,0
ST57FR1,Frosted Red +1.00 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$1.871,$0.093,$1.964,$0.000,,CRPHHA207,,Weeks,1/03/2018,0
ST57FR1,Frosted Red +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.350,,ST57FR1,20,Weeks,,1
ST57FR15,Frosted Red +1.50 Style Readers,CROESUS,Wenzhou Croesus Optical Co Ltd,20/06/2013,$1.666,$0.058,$1.724,$1.200,,CRPHHA207,,Weeks,25/06/2013,0
ST57FR15,Frosted Red +1.50 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$1.871,$0.093,$1.964,$0.000,,CRPHHA207,,Weeks,1/03/2018,0
ST57FR15,Frosted Red +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.350,,ST57FR15,20,Weeks,,1
ST57FR2,Frosted Red +2.00 Style Readers,CROESUS,Wenzhou Croesus Optical Co Ltd,20/06/2013,$1.666,$0.058,$1.724,$1.200,,CRPHHA207,,Weeks,25/06/2013,0
ST57FR2,Frosted Red +2.00 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$1.871,$0.093,$1.964,$0.000,,CRPHHA207,,Weeks,1/03/2018,0
ST57FR2,Frosted Red +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.350,,ST57FR2,20,Weeks,,1
ST57FR25,Frosted Red +2.50 Style Readers,CROESUS,Wenzhou Croesus Optical Co Ltd,20/06/2013,$1.666,$0.058,$1.724,$1.200,,CRPHHA207,,Weeks,25/06/2013,0
ST57FR25,Frosted Red +2.50 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$1.871,$0.093,$1.964,$0.000,,CRPHHA207,,Weeks,1/03/2018,0
ST57FR25,Frosted Red +2.50 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.350,,ST57FR25,20,Weeks,,1
ST57FR3,Frosted Red +3.00 Style Readers,CROESUS,Wenzhou Croesus Optical Co Ltd,20/06/2013,$1.666,$0.058,$1.724,$1.200,,CRPHHA207,,Weeks,25/06/2013,0
ST57FR3,Frosted Red +3.00 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$1.871,$0.093,$1.964,$0.000,,CRPHHA207,,Weeks,1/03/2018,0
ST57FR3,Frosted Red +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.350,,ST57FR3,20,Weeks,,1
ST58PS125,Pink Spectrum +1.25 Style Readers,CROESUS,Wenzhou Croesus Optical Co Ltd,25/06/2013,$1.547,$0.058,$1.605,$1.300,,CRPHHA207,,Weeks,25/06/2013,0
ST58PS125,Pink Spectrum +1.25 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST67BT15,Blue Tort +1.50 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$3.775,$0.062,$3.837,$2.500,,CRMHAB311,12,Weeks,13/08/2015,0
ST67BT15,Blue Tort +1.50 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST67BT2,Blue Tort +2.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$3.775,$0.062,$3.837,$2.500,,CRMHAB311,12,Weeks,13/08/2015,0
ST67BT2,Blue Tort +2.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST68RM125,Red Metal +1.25 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$3.775,$0.062,$3.837,$2.500,,KLRM14006,12,Weeks,13/08/2015,0
ST68RM125,Red Metal +1.25 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST68RM175,Red Metal +1.75 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$3.775,$0.062,$3.837,$2.500,,KLRM14006,12,Weeks,13/08/2015,0
ST68RM175,Red Metal +1.75 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST68RM2,Red Metal +2.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$3.775,$0.062,$3.837,$2.500,,KLRM14006,12,Weeks,13/08/2015,0
ST68RM2,Red Metal +2.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST70BW1,Dk Blue Wood +1.00 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$2.009,$0.093,$2.102,$1.250,,KLRI14032-2,20,Weeks,1/03/2018,0
ST70BW1,Dk Blue Wood +1.00 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.450,,ST70BW1,20,Weeks,,1
ST70BW15,Dk Blue Wood +1.50 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$2.009,$0.093,$2.102,$1.250,,KLRI14032-2,12,Weeks,1/03/2018,0
ST70BW15,Dk Blue Wood +1.50 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.450,,ST70BW15,20,Weeks,,1
ST70BW2,Dk Blue Wood +2.00 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$2.009,$0.093,$2.102,$1.250,,KLRI14032-2,20,Weeks,1/03/2018,0
ST70BW2,Dk Blue Wood +2.00 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.450,,ST70BW2,20,Weeks,,1
ST70BW3,Dk Blue Wood +3.00 Style Readers,KEEN,Keen Look Co. Ltd,1/03/2018,$2.009,$0.093,$2.102,$1.250,,KLRI14032-2,20,Weeks,1/03/2018,0
ST70BW3,Dk Blue Wood +3.00 Style Readers,KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.450,,ST70BW3,20,Weeks,,1
ST71BT15,Blue / Teal +1.50 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.340,$0.062,$2.402,$1.550,,KLRI13061-4,12,Weeks,13/08/2015,0
ST71BT15,Blue / Teal +1.50 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST71BT2,Blue / Teal +2.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.340,$0.062,$2.402,$1.550,,KLRI13061-4,12,Weeks,13/08/2015,0
ST71BT2,Blue / Teal +2.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST72PO15,Pink / Orange +1.50 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.340,$0.062,$2.402,$1.550,,KLRI13061-1,12,Weeks,13/08/2015,0
ST72PO15,Pink / Orange +1.50 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST72PO175,Pink / Orange +1.75 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.340,$0.062,$2.402,$1.550,,KLRI13061-1,12,Weeks,13/08/2015,0
ST72PO175,Pink / Orange +1.75 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST73BOW125,Black / Orange Wide +1.25 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.718,$0.062,$2.780,$1.800,,KLRI14002-2,12,Weeks,13/08/2015,0
ST73BOW125,Black / Orange Wide +1.25 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST73BOW2,Black / Orange Wide +2.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.718,$0.062,$2.780,$1.800,,KLRI14002-2,12,Weeks,13/08/2015,0
ST73BOW2,Black / Orange Wide +2.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST75TW1,Tort / Wood +1.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$1.963,$0.062,$2.025,$1.300,,KLRI14043-4,12,Weeks,13/08/2015,0
ST75TW1,Tort / Wood +1.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST75TW15,Tort / Wood +1.50 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$1.963,$0.062,$2.025,$1.300,,KLRI14043-4,12,Weeks,13/08/2015,0
ST75TW15,Tort / Wood +1.50 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST75TW2,Tort / Wood +2.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$1.963,$0.062,$2.025,$1.300,,KLRI14043-4,12,Weeks,13/08/2015,0
ST75TW2,Tort / Wood +2.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST76BT1,Dk Blue / Tort +1.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$1.812,$0.062,$1.874,$1.200,,CRPHAA348,12,Weeks,13/08/2015,0
ST76BT1,Dk Blue / Tort +1.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST77BBW1,Burgundy / Black Wide  +1.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.114,$0.062,$2.176,$1.400,,KLRI13011-5,12,Weeks,13/08/2015,0
ST77BBW1,Burgundy / Black Wide  +1.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST77BBW125,Burgundy / Black Wide  +1.25 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.114,$0.062,$2.176,$1.400,,KLRI13011-5,12,Weeks,13/08/2015,0
ST77BBW125,Burgundy / Black Wide  +1.25 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST77BBW15,Burgundy / Black Wide  +1.50 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.114,$0.062,$2.176,$1.400,,KLRI13011-5,12,Weeks,13/08/2015,0
ST77BBW15,Burgundy / Black Wide  +1.50 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST77BBW175,Burgundy / Black Wide  +1.75 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.114,$0.062,$2.176,$1.400,,KLRI13011-5,12,Weeks,13/08/2015,0
ST77BBW175,Burgundy / Black Wide  +1.75 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST77BBW2,Burgundy / Black Wide  +2.00 Style Readers,KEEN,Keen Look Co. Ltd,13/08/2015,$2.114,$0.062,$2.176,$1.400,,KLRI13011-5,12,Weeks,13/08/2015,0
ST77BBW2,Burgundy / Black Wide  +2.00 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST78BVRD15,Red / Silver  +1.50 Style Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.800,$0.083,$2.883,$0.000,,KLRI1614-2,,Weeks,26/09/2016,0
ST78BVRD15,Red / Silver  +1.50 Style Readers,OPTICA,OPTICA,,,,,,,,,,,1
ST8017CL0,"Avatude ""Florence"" Blue/Wood Frame Power +0.00",KEEN,Keen Look Co. Ltd,28/09/2017,$0.000,$0.000,$0.000,$1.800,,,,Weeks,,0
ST8017CL0,"Avatude ""Florence"" Blue/Wood Frame Power +0.00",KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.800,,ST8017CL0,20,Weeks,,1
ST8017CL1,"Avatude ""Florence"" Blue/Wood Frame Power +1.00",KEEN,Keen Look Co. Ltd,29/08/2017,$2.480,$0.118,$2.598,$1.800,,KLRI14032,,Weeks,29/08/2017,0
ST8017CL1,"Avatude ""Florence"" Blue/Wood Frame Power +1.00",KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.800,,ST8017CL1,20,Weeks,,1
ST8017CL15,"Avatude ""Florence"" Blue/Wood Frame Power +1.50",KEEN,Keen Look Co. Ltd,29/08/2017,$2.480,$0.118,$2.598,$1.800,,KLRI14032,,Weeks,29/08/2017,0
ST8017CL15,"Avatude ""Florence"" Blue/Wood Frame Power +1.50",KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.800,,ST8017CL15,20,Weeks,,1
ST8017CL2,"Avatude ""Florence"" Blue/Wood Frame Power +2.00",KEEN,Keen Look Co. Ltd,29/08/2017,$2.480,$0.118,$2.598,$1.800,,KLRI14032,,Weeks,29/08/2017,0
ST8017CL2,"Avatude ""Florence"" Blue/Wood Frame Power +2.00",KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.800,,ST8017CL2,20,Weeks,,1
ST8017CL25,"Avatude ""Florence"" Blue/Wood Frame Power +2.50",KEEN,Keen Look Co. Ltd,29/08/2017,$2.480,$0.118,$2.598,$1.800,,KLRI14032,,Weeks,29/08/2017,0
ST8017CL25,"Avatude ""Florence"" Blue/Wood Frame Power +2.50",KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.800,,ST8017CL25,20,Weeks,,1
ST8017CL3,"Avatude ""Florence"" Blue/Wood Frame Power +3.00",KEEN,Keen Look Co. Ltd,29/08/2017,$2.480,$0.118,$2.598,$1.800,,KLRI14032,,Weeks,29/08/2017,0
ST8017CL3,"Avatude ""Florence"" Blue/Wood Frame Power +3.00",KEENUSD,Keen Look Co. Ltd,21/09/2018,$0.000,$0.000,$0.000,$1.800,,ST8017CL3,20,Weeks,,1
ST81171,Blue/Orange  +1.00 Style Readers,KEEN,Keen Look Co. Ltd,29/08/2017,$1.723,$0.118,$1.841,$0.000,,KLRI1615,,Weeks,29/08/2017,0
